type_token_canon,type_token_archive
0.11375029438481983,0.08415330252786084
0.06574237383998273,0.11228910917087902
0.15321169707573107,0.10541158775420675
0.1119705759678459,0.10624361516735772
0.0785437072629828,0.09273048695559008
0.06416218676223796,0.09011318073389839
0.12849532116929363,0.11158698384618966
0.23315529991783074,0.1142586601436124
0.21052631578947367,0.12149361922456066
0.2198108820337932,0.11517015308708729
0.05003548039369695,0.10800411317875742
0.1556765299850733,0.11123928806855636
0.096678481819268,0.08906616117736882
0.16521151008362026,0.08917731267554589
0.11513845000267794,0.07783825816485225
0.08863611870401396,0.09051191526919682
0.10440345742870755,0.11856740161265651
0.07414843884680519,0.10929322068823408
0.1736480260826423,0.12548206241695564
0.07268565313038824,0.10837819541600852
0.11178469734545789,0.15854603699493644
0.05105686365938832,0.21947449768160743
0.17813537035877527,0.04909230055076719
0.1824563842357684,0.11095638776961365
0.07167183631146588,0.12114815140586976
0.13361766181635726,0.12919766014299125
0.12141005021826895,0.05437818913181124
0.1951114922813036,0.1281497169036608
0.1069744059852439,0.10135799003438838
0.11278268939578957,0.0900757318865152
0.08894971949403643,0.08876254388417684
0.09830930562851417,0.09400123685837972
0.07339722160314983,0.10175517104216389
0.1831520800966684,0.06405687257271282
0.06727717740764556,0.13715998155832182
0.15139354221125878,0.12301896596518576
0.08967204798424398,0.13915044988491315
0.11541462568815293,0.16581583509921016
0.06859155958536606,0.1368835552222014
0.08555587711148005,0.1402830950792034
0.10458055768437187,0.15167711796641556
0.13127253383769727,0.14731396117788928
0.08289007092198582,0.0982066298140952
0.08845547949979786,0.11186633923873004
0.1111233682662254,0.09438775510204081
0.04651996272668626,0.10974003987810842
0.18213866039952997,0.060581414076340795
0.09716183660959929,0.10054128040813787
0.0757867023277195,0.10617760617760617
0.0592926854864099,0.09895848443528968
0.10455829681208427,0.104692282547324
0.13015600891479512,0.10969334866275891
0.11135722384832424,0.09252740621542795
0.08619197913747091,0.07507510886565921
0.10312706893100741,0.07865414425093462
0.12778427029006995,0.18098560837331007
0.11638966053015679,0.1828358208955224
0.0768634364109721,0.17773383610778995
0.2773403324584427,0.1741950428538337
0.1945582691362072,0.10160469262771647
0.1651541713932144,0.08896557301916803
0.09494502356133086,0.10742001736805105
0.21253895948213858,0.1039172780709658
0.17549234135667396,0.11713909352588184
0.26491293071507965,0.07880952006418021
0.15789241816820124,0.09724122710218495
0.10718520275077069,0.08682582131214742
0.21924737816162862,0.0891962004330102
0.08189644806771998,0.07716169057774332
0.14934570631094357,0.11230018736390797
0.10188856051322713,0.14383636562511393
0.1062194901464473,0.1183252239129761
0.05213527919798925,0.0967906563042242
0.14776689357463058,0.12539846128034896
0.15928928488176333,0.11797275254439774
0.13907854837131958,0.12361417856596182
0.07357375677607153,0.07518347309268973
0.06499758518079984,0.06050344503601628
0.0972002191261604,0.12887966965860845
0.10852569221341157,0.08919545575793225
0.154465567342366,0.08541942312781159
0.08574839576182659,0.11977572359448402
0.06096588513501127,0.12364900252344903
0.18868184955141476,0.1181303999287432
0.1081452032751195,0.13768144447504033
0.0793677220048651,0.11997457492451931
0.14567420109119253,0.11454038321610478
0.08210238455323292,0.11280881039785692
0.11332184843723378,0.09018501739105018
0.08841044434264773,0.0815505620667776
0.06376268174317212,0.07944545327559716
0.07491981060027493,0.06845678541460065
0.08883832011535689,0.06509282603713042
0.062386023369430624,0.060399674878780236
0.06302695991765085,0.10694193683439307
0.03966728700090976,0.07461420679716585
0.053077840821121845,0.08831759156682922
0.07049472881502504,0.08824171679272626
0.06391959641290788,0.10745002324500233
0.07038737845500878,0.06630155629211756
0.07239395155894554,0.09809732991082061
0.08724870221802737,0.14381587438158744
0.15240811153358683,0.11609539314471774
0.16409897292250233,0.07008859636634433
0.23797063526675388,0.13962309736651365
0.1227106953143582,0.09944613073817943
0.1153787677220723,0.07875710730440154
0.15129423328964614,0.09849774170321399
0.08345845729154037,0.07806075419717667
0.14551422319474835,0.08744539801634205
0.23254922014829968,0.07441186147898331
0.206279034916829,0.07579157317377212
0.06536351617625456,0.05179726065493986
0.1129932809690546,0.04947145277144236
0.06036034534484483,0.06784112489393511
0.04350658842692171,0.1821513257167493
0.08662613981762918,0.13378937321030862
0.17455530251738782,0.12322785607322295
0.28830903044256845,0.11577927820435435
0.16580664420657598,0.09824673411256261
0.13553767278863002,0.04899865474743968
0.26132456271490506,0.08343611313156868
0.19796690658158345,0.07727873893829099
0.24163407214254673,0.11840577052387065
0.12755461592670894,0.14396107613050946
0.09486499184699997,0.07028814774706219
0.20025323853121652,0.13947441408958536
0.2489031387107661,0.12479761842586307
0.15283842794759825,0.0892962200323577
0.15593929879644167,0.09969940890475902
0.14741035856573706,0.08757730217253992
0.17871222076215507,0.08159904001129399
0.08665373118674288,0.05985142541468592
0.07870346081877481,0.06607750175986159
0.1039870868971944,0.08534237452321851
0.21439432336543335,0.1365838045449696
0.26619488296135,0.1379904070839995
0.0717519128102935,0.13020773556754275
0.08006366789171282,0.1259703829343075
0.08805052241766963,0.0633147113594041
0.10916402686976254,0.07463025716515674
0.04528708737641365,0.0842599864963554
0.059842726655422424,0.050455650726193346
0.031542375230138774,0.10399971758393052
0.10393283784190413,0.11520576610090677
0.06047147786852386,0.100743252880303
0.038521142351118,0.08115519455725641
0.08751985844614199,0.15447441614056776
0.13844228362376046,0.15192178663855074
0.06489923824446185,0.0958480615573463
0.10222422332282756,0.08981966818946863
0.13222981887969293,0.10455078706378806
0.12874258923920323,0.11570029123643102
0.13369326246069074,0.12472104088593204
0.044042637875732066,0.07497640966200804
0.04167922580148657,0.11520673130502619
0.04045575107663349,0.1452029800821043
0.10122760716570697,0.07824850847530639
0.18369534555712272,0.15143667529905044
0.23253521126760562,0.13377698595682247
0.30455764075067027,0.0940182519058586
0.15694274445804435,0.07934104425876601
0.1673410230086358,0.0844749623178697
0.22357945250299924,0.05859748142730037
0.0890882871334722,0.06409143857838653
0.08867165293770134,0.11893180427149438
0.26515151515151514,0.13905909586056645
0.071501480898914,0.10963910461397898
0.09945542765704847,0.09634777624532054
0.21497662421408995,0.09227208693902193
0.12930163161187852,0.1867807893485497
0.09278986982621602,0.11098273601884151
0.08510151860221767,0.16362264150943395
0.11099900977150011,0.1368345948628862
0.24190950358764093,0.1310081305484529
0.19014189693801345,0.16304157676832468
0.13132131523867396,0.1309148264984227
0.08989607618445489,0.14231358402925334
0.22318897252908398,0.14025123336511752
0.03460017248044726,0.0951487414187643
0.04232564572456001,0.10317813765182186
0.10953298025999036,0.09203241053342336
0.07287312929755967,0.09932520927054268
0.11854684512428298,0.07314857842930168
0.046844540710839815,0.13834453595885007
0.05608267207040004,0.049882286224910644
0.09892776620828529,0.07329422360702027
0.07728964875392093,0.0670919608585176
0.07509608567483861,0.07265674536570811
0.06927243892442844,0.11296041379885705
0.06655788543713827,0.04800967924935614
0.06675679155401056,0.13567626421485604
0.08514426302840528,0.06444828985171264
0.06440344335241686,0.08529152038596567
0.07500284748851513,0.0879218191593662
0.07160425335182617,0.09528570820746288
0.10971982935433587,0.10581754444537184
0.09189715786352662,0.12484435569129566
0.09892807300584958,0.12774688906539583
0.09846987254398706,0.10514215474266464
0.08263249789575464,0.03629377998573121
0.09088016200188039,0.06892336738151716
0.08925528802299365,0.09169470906994012
0.04659937279498236,0.07305260325575137
0.06634116097031698,0.07274926871546712
0.08508574484225187,0.12112891897069153
0.07541183781603306,0.08289228935225626
0.06659819719208679,0.06129720406681191
0.06482289946243912,0.062482145296915946
0.10713944070661012,0.06830111776693633
0.09624975710862102,0.07415136139498321
0.07211191335740072,0.0933872825541215
0.0813437344049589,0.10039991580719848
0.026344852513001747,0.1314865392118611
0.0726320735718601,0.050710237727239274
0.08034774011906552,0.04701886423614505
0.07485713111047157,0.06312393982369789
0.07314999509499362,0.06622037693599551
0.07177906838923788,0.08866481223922114
0.053150481838398815,0.08072414304792996
0.20682915612784547,0.08008405580249087
0.1237006749100941,0.07583378843187415
0.09678649237472767,0.11069626345419012
0.10010521569216894,0.06375184108020007
0.059776692688085095,0.12485164056816876
0.03099081822624995,0.09962935094613048
0.11060294941198431,0.12714087714087713
0.08819414550150667,0.17189556063439296
0.38509803921568625,0.10622324810075522
0.04974019662816343,0.1203021370670597
0.0767393655371305,0.050710237727239274
0.09214317651150082,0.11867422147139291
0.07594045943560507,0.08578626981518865
0.07386496704473218,0.06999551089471322
0.059759748839351735,0.07324538445842242
0.06861925796224813,0.0952203382394876
0.06175649180761932,0.11585549422980432
0.060169269124786776,0.16845642486668128
0.053885841588189785,0.15454815254488796
0.0820511243986043,0.07980416811578694
0.13979930229553383,0.13157679404304068
0.23293812892298496,0.13651320415108137
0.08546855707412611,0.1337748722487082
0.10060165531563998,0.10388771435283063
0.08966770886352068,0.1735558147791246
0.07692307692307693,0.09829287961564236
0.08803010976205099,0.047478256868068655
0.15376662761044868,0.07883187202272346
0.16187433439829607,0.09002728099424068
0.11808075237293547,0.06827346380082128
0.19816392357952195,0.07983660094044238
0.07020438090000916,0.10531964368761851
0.059133636840931814,0.10964244181285113
0.05851063829787234,0.20732494353017103
0.16057362149060797,0.11102895043470468
0.08565669376939279,0.11949086336007317
0.07945293941280934,0.1048976552646375
0.053197891691985126,0.10640046790281532
0.08233108276239612,0.08672178364448384
0.11606597434331094,0.08758094505353593
0.07107668373630648,0.11161020312443627
0.11892703712758898,0.07707289169753759
0.11665981077745784,0.07007179924646335
0.14372614503816794,0.06709139676051237
0.08852282104995873,0.07347938909223733
0.09055483812501416,0.05631369521866586
0.06792083489819842,0.1184829535554566
0.08330805271850879,0.10434061481048683
0.09636992221261884,0.15815279361459522
0.04243011029808694,0.07300387141742365
0.07839085015429041,0.06520757443477737
0.11988898570368219,0.07741971161157425
0.07074364206876879,0.07939383956514577
0.11406961704999156,0.09721715882853324
0.09548278242196487,0.06701561768585897
0.12001845869866175,0.0644475257968746
0.10435714981967054,0.06855679208620385
0.09756367173682348,0.10963411424058962
0.11985187087935611,0.1199375487900078
0.07837100471760672,0.07705008255365987
0.04153045820346015,0.1567648527209186
0.14913894501915131,0.11295613336051447
0.08904612767273712,0.05130571929033993
0.07082492965812605,0.07895584644601193
0.09071707553069726,0.1493838088105127
0.15236396698839,0.09508393285371702
0.06561884188500111,0.12176042039890123
0.03217029476573274,0.11525332976373737
0.10056797226525042,0.04073586313467584
0.09232679904596582,0.08421331516596646
0.13534844668345927,0.10539053905390539
0.07574305846657485,0.12854333686280442
0.11881759192501802,0.0763036809815951
0.10042586355665656,0.11879760832172988
0.05014544762526167,0.0664604751118081
0.11428655738672411,0.07721845476149075
0.07869747727921099,0.07567004837820736
0.11872306128885307,0.06280465470119186
0.14314268142681427,0.11727150537634409
0.08521095340341876,0.11702946213606692
0.13156045734238933,0.1097039382325168
0.10633823971162511,0.0982492513245796
0.053015035084753845,0.06958762886597938
0.13607805973816292,0.0870065272098144
0.07364813655386035,0.10910549538708383
0.07584319627830609,0.07908028159917328
0.07787889715364917,0.09183263410007876
0.12293460925039873,0.10486219050329473
0.14420764110309336,0.061128205128205125
0.10033111360027572,0.062178785070351336
0.08033962058438726,0.06072418427495135
0.07620525650373601,0.14918423079616272
0.0682519310944064,0.11339533872645684
0.14518037664401393,0.09861700335411147
0.11106525083486549,0.09638511973633464
0.13173403591485822,0.08967744934002603
0.34528773978315264,0.09832489287105571
0.30186170212765956,0.12454114663285057
0.09081927227256588,0.11523949422506409
0.08452225905754203,0.07114025521548854
0.09169259283775733,0.07760163239679799
0.08813038467870274,0.06561024746669875
0.0693804547327415,0.38402061855670105
0.1049261665682221,0.14396840593585447
0.06593029973659215,0.0828661729762152
0.09777177770664292,0.08021361233720234
0.07368831260849541,0.07209197901403791
0.10385309626344888,0.0472993725593436
0.4004507888805409,0.07330910859257858
0.36981132075471695,0.13331473214285713
0.37693863789615645,0.06486400646763296
0.06517459942521948,0.08281077093323497
0.07129812813879166,0.10766383808745811
0.08223930281268702,0.06578582717269997
0.07722356077305582,0.0856571768137864
0.1318159848851004,0.08892633944245489
0.08466935510311137,0.10091837153048255
0.21036349574632637,0.10937187437487497
0.09041268507823165,0.12175217369197132
0.05843108326105108,0.10697710546245412
0.06381527937399988,0.10339393385711676
0.13402395597280672,0.07184045886447372
0.05078419880436057,0.10597488615979025
0.06546175354342763,0.05973511780287188
0.1383389276803504,0.062480658342648904
0.0722416592731473,0.06413377317711295
0.06433459055740247,0.0587619041181997
0.07289230074508918,0.09434415315098994
0.0652404461510331,0.17842421387351312
0.16745134965473948,0.10737651700544373
0.14895060952620334,0.09364222997990056
0.0711322957876575,0.08664898320070734
0.06845296766206424,0.06946845768497584
0.09938431399986007,0.11899934597776324
0.05447576046186226,0.07064622124863089
0.11219661395081053,0.12252884420754336
0.06915743077070491,0.10848882230480378
0.06747401526483335,0.11009211322530761
0.06449180566154293,0.09685674656664518
0.11695145745875954,0.08789348746000619
0.12728723707461664,0.10138977320130854
0.11632515328613892,0.10205133953592646
0.11063504451842059,0.09729099471524402
0.11911436388968157,0.12487983231683293
0.059299581221360996,0.08113544926240501
0.11102456123268664,0.06693868394116574
0.10647102653751361,0.060946286115042145
0.1162205252999916,0.05968866156634032
0.1105931105931106,0.10043209725850158
0.1208511167281316,0.08683853459972862
0.1068590759409735,0.18837174044875682
0.1009537917771194,0.06535263001332144
0.10837582220838361,0.07793885460025836
