shannon_canon,shannon_archive
492.6835781430968,192.31509119654396
113.75177757789129,143.99897565236137
407.50942022579636,150.60913097762884
66.85965798404564,115.76251818477286
140.5936478223944,137.39197979424011
239.83423381387564,151.21216035470314
397.35062398617123,133.49828452577208
119.14679867151035,123.87052075368767
30.424091693358456,96.49891512376944
41.657699260890745,106.2358030680318
32.40772601365864,111.51938143589621
582.4684316043068,97.96199072773081
89.28967309975096,143.21203072511867
243.47233551866472,152.76349635431026
67.40372196320254,183.22245447182445
206.01255054803576,222.08550107869257
279.5475489011888,136.66385682077672
174.65946226019264,140.56775240658024
313.1595505582068,117.54325351702498
63.10943720647411,126.63741520106777
303.49070996139153,151.8683647874644
208.21608832816108,70.41742745418541
793.5914946239654,458.810612520468
55.11963311270018,126.35313745468899
53.33874021783799,110.85271531271059
329.14176247848343,95.1166674323613
83.03746361997963,413.2894672584276
106.14712985267018,99.6216247354002
43.72364586080491,160.00490673750787
221.9881311362954,250.73976790212734
203.8009959696723,307.3837686997946
212.00649948795552,303.1597415403414
174.647458582633,271.49043241657364
449.48358310975385,372.3826972115835
50.969012542152036,85.70313079858796
311.9381671693322,88.11249078926275
94.30024456155768,109.98519028780306
224.6591560497545,69.37070785299315
146.92827119624226,90.5579696646871
408.2387027739595,98.77277716292645
207.86645605123257,79.25076443640368
125.95900918515963,88.6139762545238
146.21253611899954,194.03705355876286
222.12546870847558,90.91481870010371
220.6384000009955,112.61671182994567
112.97020690990388,98.65501020859634
598.6578491718208,379.72706869638466
47.84639617288649,130.71413271552186
265.79480788916624,132.6221525250446
275.14144923485554,135.0728598175092
454.7049636196666,134.70077272023704
156.59406890753206,203.22012162658316
102.54780701252753,151.89517772045227
175.90513458806615,267.3477636067182
223.7703180990963,176.87102140038684
315.3237690573577,68.02959691340475
176.26519362587683,59.42016416249465
121.68179069718394,62.98529129739597
324.1989143161019,70.93943468234183
23.35393335256256,112.7455009359016
48.89613227749904,212.62926994592448
61.80915197834306,218.47385963735135
205.94692962697297,171.0239659559484
37.621934157885036,169.98901485507523
59.50848905352881,202.59696431275972
26.30148826465312,147.90128386965492
80.40185255088281,319.052032520916
129.77417815886992,189.16140427133075
35.25344362117415,208.10749703165482
262.18304784358554,217.7526296344421
91.3848998505998,88.27975328120237
190.46838741568615,177.29839961614903
193.33459521691674,202.44317489710446
536.704800889693,135.9758756643554
173.10886175357453,123.9290959025929
142.13133375436198,131.96227167468678
197.2479619178612,268.47442790952516
342.23495994521136,382.79271459740016
387.54913154628974,137.08722334457752
178.28125971884714,349.13575438774285
159.247271741309,267.60216231850546
84.31553739040615,104.70819259245124
267.4360616247885,127.8262075438352
