shannon_archive
182.29
107.49
78.47
130.1
106.93
131.3
43.06
137.61
89.9
199.41
183.69
184.87
116.66
46.01
207.58
230.68
164.68
244.18
218.49
217.57
69.26
78.53
162.26
122.9
301.22
71.02
195.18
201.62
158.49
115.26
158.35
220.92
215.47
160.85
84.06
69.72
84.23
76.42
88.41
85.67
137.62
209.15
155.14
178.83
180.5
276.52
207.05
148.93
187.15
116.74
108.55
100.54
100.93
129.76
126.08
226.16
22.18
44.61
107.01
114.0
96.66
118.56
138.99
58.72
163.01
175.37
111.06
112.9
89.14
188.23
143.71
243.44
30.98
112.43
122.71
72.63
120.71
81.76
274.49
119.11
610.82
100.54
197.44
320.45
138.45
109.6
160.72
136.77
135.42
396.5
186.01
170.2
69.64
67.44
60.25
69.83
199.44
76.04
295.41
333.56
426.09
173.57
21.52
195.25
208.31
218.68
115.97
105.77
243.4
222.11
224.46
83.78
137.58
280.31
115.33
148.91
106.89
147.84
136.59
118.81
121.87
112.12
152.42
79.7
245.57
58.55
277.8
250.65
172.84
109.41
152.73
98.08
151.61
75.08
117.44
163.56
93.08
188.85
502.7
199.88
124.03
183.87
145.1
129.21
157.52
177.35
138.39
257.37
131.17
128.25
172.02
104.9
190.74
216.33
147.2
121.33
105.97
34.01
212.82
226.55
213.81
134.63
136.57
252.51
116.81
133.06
98.49
205.74
119.71
203.87
125.94
238.63
120.64
253.92
83.12
220.99
128.62
130.68
77.14
127.28
124.33
175.27
118.92
108.15
80.79
46.67
178.42
81.99
206.77
72.25
154.41
133.53
149.68
99.3
171.94
98.17
159.01
194.36
165.55
158.69
126.77
173.07
171.46
112.08
150.39
240.64
82.24
224.77
122.97
163.88
301.32
105.3
94.35
183.44
150.0
114.72
114.59
165.3
133.21
93.56
212.74
228.94
231.22
97.33
62.98
93.98
183.33
103.77
167.13
628.68
174.85
77.28
122.43
123.31
139.44
109.81
197.79
148.45
122.53
164.26
105.91
134.85
151.27
124.75
85.29
99.21
103.79
130.2
239.2
120.2
107.02
142.1
190.97
211.77
165.81
213.71
390.09
383.15
86.19
179.41
203.56
189.64
231.25
101.53
260.84
97.94
119.53
218.35
101.31
187.57
179.46
163.57
145.12
169.88
305.51
314.75
205.23
27.6
187.41
147.66
203.59
313.96
130.51
214.9
166.71
160.45
127.61
116.4
96.44
166.22
98.97
163.57
89.53
111.42
239.72
263.69
160.06
201.73
163.36
156.48
111.86
222.49
166.95
114.18
133.06
137.17
127.1
113.67
143.62
135.97
140.61
155.14
200.28
165.28
180.32
337.37
315.52
325.91
101.58
4.25
65.28
104.96
83.45
176.94
103.81
200.65
92.52
72.91
230.7
290.22
161.84
140.07
91.02
97.11
196.26
497.45
101.17
115.29
265.94
218.43
117.49
215.18
71.86
181.2
82.98
137.14
117.9
184.8
245.6
155.55
185.5
148.39
51.11
245.51
278.81
93.88
84.83
18.01
80.15
158.78
157.41
291.78
141.63
107.36
167.98
215.9
20.91
104.37
136.88
127.76
252.84
194.14
212.56
157.42
111.33
138.05
127.44
224.06
261.28
26.72
83.62
230.45
95.47
132.95
142.99
188.19
293.3
85.68
122.58
98.27
153.68
239.33
344.36
295.32
51.3
141.22
53.43
200.87
209.09
123.62
94.15
288.76
71.41
144.23
168.23
222.97
105.49
96.2
88.97
61.18
123.92
36.01
173.99
31.99
111.76
105.25
75.75
142.91
113.06
54.11
184.32
67.86
89.12
222.87
186.73
166.5
186.88
195.95
392.64
92.93
235.75
186.13
70.87
119.71
153.86
51.92
96.36
140.25
195.72
869.55
96.39
114.46
91.67
79.41
152.25
79.06
161.91
109.01
11.03
239.18
45.9
47.78
134.01
37.4
78.37
131.71
178.97
194.58
136.09
155.04
10.04
161.45
73.53
244.02
153.36
50.08
161.23
90.81
85.96
57.68
51.62
154.76
135.38
14.84
228.59
67.31
304.18
83.68
182.94
83.97
135.02
52.81
144.94
111.62
105.61
67.32
149.96
242.53
51.75
43.96
39.58
93.54
51.4
158.44
133.86
97.66
60.42
188.68
157.08
147.07
133.27
98.49
49.42
152.1
212.73
159.28
72.84
113.7
209.6
244.76
147.27
128.37
144.91
161.63
143.11
129.16
16.96
163.29
228.6
220.6
9.14
122.57
144.57
72.4
213.08
212.56
83.74
100.7
138.74
328.28
71.22
52.69
159.96
205.4
148.14
88.29
12.39
149.71
141.01
154.85
141.87
33.7
32.89
34.82
33.92
39.33
43.44
208.35
54.65
52.09
98.9
88.37
97.79
222.81
108.84
157.91
118.61
43.99
150.53
238.17
171.99
143.93
49.21
88.23
70.78
147.56
218.69
156.15
196.07
186.44
123.89
192.88
91.66
299.09
109.43
134.28
86.66
100.61
4.4
146.96
95.61
110.43
252.43
96.06
84.86
77.47
65.13
230.2
200.54
167.61
116.95
116.95
82.95
155.56
156.71
118.47
386.32
81.69
93.06
114.6
109.1
210.76
111.47
75.89
47.43
86.18
85.93
105.56
93.47
134.97
206.3
116.97
94.82
92.28
105.82
42.22
237.88
113.07
143.2
189.56
43.56
300.98
407.7
431.09
232.91
203.77
128.78
129.02
135.94
119.2
109.82
178.96
127.65
263.95
110.78
118.98
337.89
349.23
157.97
67.87
85.74
4.07
114.29
198.12
186.75
142.88
131.33
111.37
203.62
127.62
111.01
189.22
211.47
241.42
103.98
129.01
75.7
76.39
84.55
132.64
30.24
317.19
97.04
102.62
207.32
253.67
336.12
144.28
95.5
97.73
214.07
180.51
222.54
226.39
59.08
106.52
92.72
46.26
125.89
103.75
249.4
36.0
149.5
260.08
74.05
82.51
130.89
59.31
214.65
252.14
111.29
111.87
83.25
144.41
74.83
143.31
144.05
219.9
251.93
222.99
115.84
141.21
66.72
90.98
214.21
463.98
232.35
204.82
61.47
200.78
251.42
172.6
121.02
155.34
242.23
239.36
166.13
92.06
236.15
101.43
108.55
155.41
160.25
73.45
253.12
150.27
157.75
120.7
98.56
268.33
70.97
767.21
184.62
185.11
119.23
235.1
121.75
133.55
131.13
170.68
118.5
62.05
82.09
121.65
199.33
174.67
126.0
149.04
92.35
72.51
70.8
91.98
113.95
108.28
149.5
230.03
183.68
67.92
64.0
84.85
420.66
113.86
72.38
68.9
70.47
127.06
166.22
232.73
71.21
142.67
109.03
117.54
151.54
58.78
216.11
135.66
139.5
84.6
116.04
236.97
126.17
123.5
64.39
112.59
148.57
124.89
87.22
23.04
151.53
24.57
156.14
157.33
99.95
187.71
106.42
95.01
137.55
66.03
184.6
179.69
100.71
297.6
280.76
117.26
137.47
139.5
68.54
133.3
73.92
81.1
147.92
89.52
76.51
258.13
235.94
232.2
347.18
359.47
315.36
159.73
13.59
123.61
162.33
65.65
138.59
138.2
99.46
91.9
132.29
87.2
193.05
177.95
99.21
62.12
148.65
130.06
88.64
116.41
122.81
61.11
117.86
129.29
105.8
12.81
124.27
30.09
111.41
101.73
31.17
191.39
91.6
107.19
110.74
294.55
154.71
298.57
125.19
107.98
125.22
120.7
92.84
102.69
129.01
145.13
128.12
169.06
158.49
56.11
85.6
69.7
105.91
166.39
98.85
120.6
102.26
57.65
165.73
96.46
94.93
72.81
116.23
79.46
28.39
143.47
119.71
115.41
111.26
134.38
138.61
158.18
107.28
137.98
87.37
98.3
68.96
153.79
46.29
77.29
361.36
357.7
174.37
154.79
62.29
138.96
78.64
79.28
242.0
171.31
163.78
201.98
69.05
90.07
67.12
177.44
74.3
117.69
82.69
124.9
189.09
150.49
64.2
84.75
94.28
87.42
143.69
100.22
189.52
92.47
34.35
114.85
82.87
63.84
60.68
62.68
64.93
1056.29
102.49
176.52
113.78
81.42
118.79
50.09
110.48
104.93
104.41
112.83
187.42
114.85
130.15
91.74
122.9
115.97
117.26
77.63
94.29
97.24
95.8
92.44
100.82
94.19
101.28
81.42
95.06
161.73
113.29
96.45
42.84
115.72
137.58
118.15
195.78
97.88
163.95
97.15
110.11
117.38
112.79
44.39
77.54
93.93
72.07
90.86
94.28
87.61
83.82
86.3
82.88
96.55
144.64
143.84
124.19
134.49
142.8
84.87
79.06
80.8
240.05
73.42
134.64
82.77
80.44
69.4
71.5
69.08
85.0
79.39
78.04
83.52
80.75
76.73
80.52
88.81
169.92
148.45
57.2
67.77
86.58
65.86
99.47
180.54
85.12
86.82
89.54
72.44
81.98
194.62
101.17
148.34
81.31
74.71
70.71
128.74
73.78
171.13
82.74
85.1
89.94
102.5
90.19
157.8
213.56
90.22
96.28
99.06
107.79
155.45
119.06
114.76
122.04
111.35
114.88
123.39
141.66
100.97
93.94
108.2
118.59
92.05
112.89
103.84
116.86
107.95
200.93
336.37
124.1
102.73
114.8
126.25
431.83
84.59
97.89
116.42
99.56
99.8
109.81
128.97
108.43
326.58
119.14
77.31
133.54
535.3
113.21
95.14
158.76
201.06
99.52
80.17
168.36
86.59
121.63
94.7
85.2
96.5
108.86
147.44
145.94
148.55
143.87
194.61
230.76
130.69
121.19
83.66
85.0
90.62
95.92
93.3
104.84
105.18
108.8
81.21
314.3
270.71
84.82
89.89
87.36
89.2
93.44
141.31
95.4
88.85
108.6
138.36
83.05
158.28
105.23
105.93
160.56
144.79
92.9
103.4
106.18
65.17
116.35
85.65
50.08
71.19
126.56
135.85
128.13
109.75
89.65
144.44
750.67
73.14
96.28
63.37
63.7
110.57
51.59
222.47
213.88
88.99
50.01
285.57
126.57
429.68
76.7
96.72
169.75
50.72
64.54
56.47
157.28
150.35
150.12
77.26
149.65
73.65
78.52
80.28
163.57
70.53
68.79
193.43
63.75
151.46
87.83
186.88
178.66
155.59
85.11
39.52
224.74
54.74
188.25
14.16
99.81
115.89
14.48
84.36
224.69
927.93
94.93
185.85
69.72
106.15
55.54
191.33
301.86
201.52
154.38
245.32
368.33
104.02
109.03
178.28
56.63
154.18
218.19
194.85
75.31
91.26
114.33
242.08
92.62
309.08
243.26
63.01
243.74
56.02
471.44
89.21
43.22
196.1
233.22
396.22
186.75
240.09
87.17
234.17
196.51
179.68
239.38
305.98
161.41
46.71
65.07
69.71
160.74
76.35
229.81
279.76
220.21
171.96
232.98
117.68
60.61
204.43
98.19
125.22
184.52
125.25
142.2
147.38
103.72
216.18
137.23
71.06
20.49
301.18
63.03
250.0
116.27
96.02
53.35
141.89
188.7
95.9
81.16
125.67
367.1
426.3
267.35
166.07
291.76
491.21
262.6
338.29
187.82
119.33
151.78
210.45
224.49
49.23
644.22
58.12
82.13
100.88
116.16
203.56
221.82
36.43
243.52
56.98
165.87
398.19
133.22
262.41
80.61
132.41
240.56
312.95
164.87
126.59
232.08
20.04
100.56
150.53
333.61
207.39
88.57
100.87
92.13
119.61
214.13
137.42
115.63
32.99
295.92
145.55
95.63
121.15
130.07
134.76
94.12
183.96
137.79
144.31
163.0
139.5
662.82
260.55
251.05
139.29
153.1
244.49
103.21
310.77
147.64
59.73
78.46
