shannon_canon_pos,shannon_archive_pos
,22343.44
,25054.23
,35387.02
,18447.75
,15748.26
,17025.61
,13614.36
,19977.94
,23355.2
,18867.04
,20124.79
,22852.66
,24313.0
,26364.01
,25918.28
,16807.08
,30251.91
,38343.32
,31415.83
,24212.29
,13417.14
,12131.72
,11157.01
,14959.18
,19641.82
,20767.61
,22148.85
,23308.95
,14861.4
,34943.41
,45604.67
,13851.67
,19397.27
,19086.12
,21160.4
,21410.95
,25521.81
,21093.78
,15173.46
,17373.71
,25278.8
,18827.28
,18343.23
,17842.29
,19823.38
,25124.41
,24534.52
,15994.2
,19767.28
,18805.61
,11924.42
,22548.5
,15084.03
,9073.09
,13815.01
,20973.66
,16824.27
,13972.21
,14766.3
,15995.54
,26978.96
,39131.41
,12299.39
,13379.33
,12248.15
,11416.31
,12637.9
,9788.53
,58803.7
,27947.84
,10007.93
,9164.55
,42883.71
,14337.57
,70906.29
,9789.67
,18398.88
,23024.51
,8278.7
,11716.92
,11174.4
,21241.61
,37689.88
,11555.73
,10706.39
,27413.03
,10342.09
,11467.92
,8370.68
,26222.25
,12214.36
,13678.91
,25541.26
,10458.38
,21864.32
,15212.23
,38620.9
,25123.83
,20732.5
,12520.98
,6682.95
,40519.88
,9490.67
,28568.69
,2371.7
,12073.18
,20186.5
,847.25
,9265.88
,37314.38
,203316.52
,11929.21
,40052.06
,10510.08
,11130.07
,8019.12
,32154.85
,54969.89
,33215.42
,25094.22
,40122.47
,39869.55
,16889.42
,11960.67
,12326.77
,8743.51
,23599.65
,41288.5
,44212.75
,12523.95
,15983.11
,5395.28
,50165.99
,13793.89
,45220.93
,53930.6
,9834.07
,47445.49
,8112.24
,30072.89
,11074.73
,5478.81
,31902.29
,31607.17
,68913.85
,27029.78
,36572.84
,12735.33
,38224.15
,18990.84
,34449.59
,34777.3
,63010.87
,20303.01
,7957.98
,7760.81
,8478.86
,25023.99
,9398.97
,35681.96
,56466.79
,28592.69
,30170.19
,31080.2
,13467.26
,9758.34
,35631.39
,17720.56
,20034.88
,29378.66
,17673.42
,12559.32
,17397.58
,11892.98
,45666.28
,20497.9
,12532.88
,3457.01
,35408.38
,9374.26
,37660.97
,20061.05
,13651.85
,8647.36
,23728.5
,33461.81
,16686.48
,11547.43
,16458.66
,78685.52
,84709.14
,36336.25
,34301.68
,18400.24
,63394.31
,39729.85
,50838.16
,39372.73
,25566.9
,21297.99
,22331.9
,44525.45
,7818.52
,94063.17
,8921.81
,13753.44
,14506.56
,10695.37
,34046.9
,40274.27
,6358.0
,48152.83
,8332.36
,22318.36
,65579.8
,20162.21
,30710.03
,14857.89
,18900.94
,41312.48
,53268.42
,32528.85
,19732.85
,38809.08
,2534.87
,10724.33
,20890.57
,39295.78
,26577.24
,12213.04
,19267.32
,14685.38
,16951.78
,41571.64
,26661.94
,24226.29
,6723.65
,57030.18
,25860.85
,15742.73
,20243.05
,18450.46
,22022.57
,14772.41
,27944.33
,22418.83
,17005.73
,24822.78
,23757.13
,79910.91
,48668.4
,29019.07
,24364.84
,23521.76
,50379.4
,15477.79
,56693.17
,24224.98
,10990.47
,12996.13
